element,id,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,check_date,check_date:opening_hours,description,name,opening_hours,phone,ref:isil,toilets:wheelchair,website,wheelchair,wheelchair:description,wikidata,wikimedia_commons,wikipedia,contact:phone,internet_access,internet_access:fee,internet_access:operator,contact:email,contact:website,garden:type,note,operator,wheelchair:description:de,email,short_name,name:en,operator:type,operator:wikidata,ref,air_conditioning,access,changing_table,kids_area:indoor,level,source,toilets,toilets:access,alt_name,contact:fax,outdoor_seating,fax,room:group_study,room:study_cabin,service:copy,service:scanner,addr:housename,addr:place,layer,name:etymology:wikidata,name:de,operator:wikipedia,official_name,addr:floor,internet_access:ssid,fixme,old_name,books:language:de,books:language:en,books:language:es,books:language:fr,books:language:ru,dog,indoor,language:de,language:en,language:others,name:it,smoking,wheelchair:description:en,wheelchair:description:eo,facebook,fee:icom_member,loc_name,min_age,name:fr,image,logo,ref:vatin,entrance,books,survey:date,ref:bik,ref:dbs,start_date,contact:facebook,contact:instagram,description:de,building,roof:shape,brand,building:colour,building:levels,building:material,heritage,heritage:operator,lda:criteria,network,network:short,network:wikidata,network:wikipedia,ref:lda,roof:levels,roof:colour,construction,postal_code,contact:twitter,short_name:en,name:ja,heritage:website,architect,name:ru,polling_station,building:part,blind:description:de,alt_name_1,baby_feeding,building:levels:underground,payment:cash,payment:credit_cards,payment:debit_cards,payment:girocard,payment:mastercard,payment:visa,room,contact:mastodon,mapillary,research_institution,type,architect:wikidata,branch,building:architecture,fee,name:es,name:he,name:ko,name:no,name:pl,name:tr,name:zh,wheelchair:url,year_of_construction,roof:material
way,48233792,"POLYGON ((13.5913011 52.5464739, 13.5913304 52.5465526, 13.5916981 52.5465031, 13.5915317 52.5460443, 13.5914333 52.5460586, 13.5914355 52.5460632, 13.5914021 52.546067, 13.5913829 52.5460699, 13.5914823 52.5463343, 13.5913283 52.5463565, 13.5913678 52.5464641, 13.5913011 52.5464739))",Berlin,DE,125,12629,Alte Hellersdorfer Straße,Hellersdorf,library,,,,"Mittelpunktbibliothek ""Ehm Welk""","Mo,Tu,Th 13:00-19:00; We,Fr 11:00-15:00",+49 30 9989526,,,http://www.stb-mh.de/Bibliothek-Ehm-Welk.html,,,Q28681447,Category:Ehm-Welk-Bibliothek (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civic,flat,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48957837,"POLYGON ((13.4458146 52.4367336, 13.4458188 52.4366337, 13.4462292 52.4366403, 13.446225 52.4367402, 13.4458146 52.4367336))",Berlin,DE,33,12359,Gutschmidtstraße,Britz,library,,2022-09-13,,Stadtbibliothek Neukölln - Margarete-Kubicka-Bibliothek,"Mo-Tu,Fr 13:00-19:00; We off; Th 08:30-16:00",,,,,limited,,Q125306858,,,+49 30 902391223,,,,britz-sued@stadtbibliothek-neukoelln.de,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/margarete-kubicka-bibliothek/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48992634,"POLYGON ((13.3882832 52.4636654, 13.3882154 52.4636126, 13.3882282 52.463589, 13.3881923 52.4635614, 13.3881031 52.4634927, 13.388032 52.4634983, 13.3879765 52.4635027, 13.3879632 52.4635303, 13.3879207 52.4635332, 13.3878579 52.4635075, 13.3877418 52.4635162, 13.3877172 52.4635103, 13.3877052 52.4635364, 13.3877737 52.4635913, 13.3876932 52.4637183, 13.3874793 52.4637371, 13.3874787 52.4637603, 13.3875005 52.4637973, 13.3876888 52.4638449, 13.3877132 52.4638788, 13.3877374 52.4638775, 13.3877625 52.4638865, 13.387773 52.4638874, 13.3876737 52.4640282, 13.3877023 52.4640515, 13.3877211 52.4640567, 13.3878264 52.4640826, 13.3879683 52.4640726, 13.3880141 52.4640068, 13.3879348 52.4639857, 13.3879588 52.4639473, 13.3879222 52.463937, 13.3879299 52.4639251, 13.3879522 52.4639229, 13.3879758 52.4639207, 13.3881042 52.4637433, 13.3882296 52.4637297, 13.3882427 52.4637293, 13.3882832 52.4636654))",Berlin,DE,8-12,12099,Götzstraße,Tempelhof,library,2022-12-23,,,Bezirkszentralbibliothek Eva-Maria-Buch-Haus,Mo-Sa 10:00-19:00; Su 10:00-17:00,,DE-B713,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/bezirkszentralbibliothek/,yes,,Q55153703,Category:Bezirkszentralbibliothek Eva-Maria-Buch-Haus,,,wlan,no,,,,,,Stadt Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Bezirkszentralbibliothek_Eva-Maria-Buch-Haus_G%C3%B6tzstra%C3%9Fe_Berlin-Tempelhof_04.jpg,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61907910,"POLYGON ((13.4506134 52.4888623, 13.4506173 52.4888341, 13.4506359 52.4887023, 13.4506369 52.4886969, 13.4509083 52.4887113, 13.450885 52.488877, 13.4506134 52.4888623))",,,,,,,library,2025-07-10,,,Manfred-Bofinger-Bibliothek im Gerard Philipe,"Mo,Th 13:00-19:00; Tu,Fr 11:00-17:00; We,Sa-Su off",+49 30 53218166,,,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/alt-treptow/,yes,,Q125306877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,77676093,"POLYGON ((13.2622764 52.4870598, 13.2622758 52.4870609, 13.2621868 52.487053, 13.2621968 52.4870107, 13.2621949 52.4870106, 13.2621972 52.4870006, 13.2622066 52.4870013, 13.2622173 52.4869558, 13.2622282 52.4869568, 13.2622278 52.4869578, 13.2622756 52.4869619, 13.262276 52.4869609, 13.2622867 52.4869618, 13.262281 52.4869864, 13.2624268 52.4869989, 13.2624095 52.4870724, 13.2624039 52.487072, 13.2623991 52.4870921, 13.2623462 52.4870875, 13.2623487 52.4870763, 13.262305 52.4870725, 13.2623075 52.4870625, 13.2622764 52.4870598))",Berlin,DE,5,14193,Auerbachstraße,Grunewald,library,,,,Berliner Blindenhörbücherei,"Mo-Th 09:30-12:30,13:00-15:00; Fr 09:30-12:30",,,,,,,,,,+49 30 826 31 11,,,,info@berliner-hoerbuecherei.de,https://bhb.absv.de/,,,Berliner Blindenhörbücherei gemeinnützige GmbH,,,,,,,,,,,,,,,,,+49 30 92 37 41 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,1,,,,,,,,,,1,,,,,,,,,,,,Berliner Blindenhörbücherei gemeinnützige GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79995213,"POLYGON ((13.2373523 52.4288043, 13.237237 52.4290207, 13.2378818 52.4291483, 13.2379971 52.428932, 13.2373523 52.4288043))",Berlin,DE,19 B,14163,Oertzenweg,Zehlendorf,library,,,Fachbereich Veterinärmedizin,Haus 6 (Bibliothek),Mo-Fr 08:00-18:00,+49 30 838 62636,DE-188-846,yes,https://www.vetmed.fu-berlin.de/bibliothek,yes,Automatiktür am Eingang. Im Haus Aufzug vorhanden.,,,,,,,,,,,,Freie Universität Berlin,,service.library@vetmed.fu-berlin.de,,,university,Q2496344,,no,yes,,,,,,,Bibliothek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-06-30,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,Haus 6,room,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102523700,"POLYGON ((13.3792333 52.5535601, 13.3792317 52.5535531, 13.379235 52.553544, 13.3792464 52.5535367, 13.37926 52.5535331, 13.3792698 52.5535336, 13.3792764 52.5535349, 13.3792821 52.5535332, 13.3792168 52.5534315, 13.3792127 52.5534325, 13.3792097 52.5534274, 13.3792134 52.5534262, 13.3792084 52.5534187, 13.3791976 52.5534099, 13.3791978 52.5534006, 13.37921 52.5533945, 13.3792257 52.5533934, 13.3792846 52.5533793, 13.3793524 52.5534858, 13.3793595 52.5534829, 13.3793765 52.5535069, 13.3794093 52.5535052, 13.3794411 52.5535059, 13.3794754 52.5535087, 13.379473 52.5535171, 13.3795173 52.5535241, 13.3795559 52.5535349, 13.3795764 52.5535138, 13.379615 52.5535288, 13.3796539 52.5535488, 13.379687 52.5535714, 13.3797146 52.5535991, 13.3797367 52.5536288, 13.3797517 52.5536645, 13.3797568 52.5537093, 13.3797414 52.5537562, 13.3797203 52.5537883, 13.3796866 52.5538212, 13.3796559 52.5538076, 13.3796404 52.5538188, 13.3796384 52.5538179, 13.3796164 52.5538316, 13.3795913 52.5538436, 13.3796007 52.5538521, 13.3795467 52.5538716, 13.3795371 52.5538605, 13.3795034 52.5538681, 13.3794473 52.5537852, 13.3794218 52.5537907, 13.3793987 52.5537844, 13.3793829 52.5537573, 13.3793632 52.5537234, 13.3793438 52.5537298, 13.3793092 52.5536761, 13.3793072 52.5536766, 13.3792813 52.5536365, 13.3792478 52.5535845, 13.3792498 52.553584, 13.3792333 52.5535601))",Berlin,DE,39,13357,Badstraße,Gesundbrunnen,library,,2023-07-04,,Bibliothek am Luisenbad,Mo-Fr 10:00-19:30; Sa 10:00-14:00,+49 30 901845610,DE-B788,,https://www.berlin.de/stadtbibliothek-mitte/bibliotheken/bibliothek-am-luisenbad/,yes,2 rollstuhlgerechte WCs,Q23786640,Category:Bibliothek am Luisenbad,,,wlan,,,,,,,,,luisenbad@stb-mitte.de,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,Q26821734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civic,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
way,122700497,"POLYGON ((13.2389321 52.5428395, 13.2392456 52.5429219, 13.239271 52.5429703, 13.2392631 52.542983, 13.2392552 52.5429808, 13.2392214 52.5430291, 13.2390863 52.5429917, 13.2390835 52.542997, 13.2389242 52.5429548, 13.2388608 52.542938, 13.2389321 52.5428395))",,,,,,,library,,,,Stadtteilbibliothek Haselhorst,"Mo,Th 13:00-19:00; Tu,We,Fr 13:00-17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139631213,"POLYGON ((13.5793625 52.4457935, 13.5793737 52.4457953, 13.5793999 52.4457344, 13.5794103 52.4457102, 13.5793742 52.4457033, 13.5793617 52.4457281, 13.5792419 52.445709, 13.5792166 52.4457678, 13.5792376 52.4457711, 13.579217 52.4458224, 13.5788137 52.445757, 13.5787954 52.4457901, 13.578739 52.4459212, 13.5792711 52.4460061, 13.5793409 52.4458436, 13.5793625 52.4457935))",Berlin,DE,2,12555,Alter Markt,Köpenick,library,,,,Mittelpunktbibliothek,"Mo,Tu,Th,Fr 10:00-19:00; We 13:00-19:00; Sa 10:00-19:00; PH off",+49 30 902973415,,yes,,yes,,Q28650367,,,,,,,,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/mittelpunktbibliothek-koepenick/,,,,,mpb.k@sb-tk.de,,,,,,,,,,,HiRes aerial imagery;knowledge,,,,,,+49 30 902973435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,many,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183011718,"POLYGON ((13.2760381 52.4495549, 13.276303 52.4493087, 13.2761811 52.449257, 13.2759001 52.4494964, 13.2760381 52.4495549))",Berlin,DE,55,14195,Garystraße,Dahlem,library,,,,"Bibliothek für Sozialwissenschaften und Osteuropastudien, Leihstelle",,,,,,yes,,,,,,,,,,,,,Freie Universität Berlin,,,,,university,Q2496344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,362827350,"POLYGON ((13.357553 52.5467151, 13.3572563 52.5465289, 13.3570032 52.5463702, 13.357154 52.5462813, 13.3576804 52.5466115, 13.357644 52.5466329, 13.3576684 52.5466482, 13.3576361 52.5466673, 13.3576114 52.5466518, 13.357583 52.5466685, 13.3576067 52.5466834, 13.357553 52.5467151))",Berlin,DE,149,13353,Müllerstraße,Wedding,library,2025-10-13,2024-06-11,,Schiller-Bibliothek,Mo-Fr 10:00-19:30; Sa 10:00-14:00; Su 12:00-18:00,+49 30 9018-456 83,DE-B718,yes,http://www.berlin.de/stadtbibliothek-mitte/bibliotheken/schiller-bibliothek-mit-hugojugendmedienetage/,yes,,Q23786107,Category:Schiller-Bibliothek,de:Schiller-Bibliothek,,wlan,no,hotsplots,,,,,http://voebb.de,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,Schiller-Bibliothek mit @hugo-Jugendmedienetage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,
way,381241376,"POLYGON ((13.3455024 52.4882171, 13.3455462 52.4881115, 13.3458233 52.4881544, 13.3458281 52.4881493, 13.3458486 52.4881526, 13.3458675 52.4881557, 13.3458554 52.4881836, 13.3460105 52.4882088, 13.3459623 52.4882777, 13.3458322 52.4882556, 13.3458273 52.4882673, 13.3455024 52.4882171))",Berlin,DE,77,10825,Martin-Luther-Straße,Schöneberg,library,,,,Thomas-Dehler-Bibliothek,Tu-Fr 15:00-19:00; Sa 12:00-14:00,,,,,limited,,Q125306895,,,+49 30 902776496,,,,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/thomas-dehler-bibliothek/,,,Freundeskreis der Thomas-Dehler-Bibliothek e.V.,,,,,private_non_profit,,,,,,,,,,,,+49 30 902776496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civic,flat,,white,1,plaster,,,,,,,,,0,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,396710862,"POLYGON ((13.2552337 52.4321958, 13.2553321 52.431926, 13.255446 52.4319414, 13.2554562 52.4319134, 13.2556498 52.4319397, 13.2556368 52.4319753, 13.2556646 52.431979, 13.2556552 52.4320049, 13.2556457 52.432031, 13.2556179 52.4320272, 13.2555822 52.4321248, 13.2557511 52.4321476, 13.25571 52.4322604, 13.2552337 52.4321958))",Berlin,DE,1,14163,Nentershäuser Platz,Zehlendorf,library,,,,Gottfried-Benn-Bibliothek,"Mo-Fr 11:00-19:00; Sa 10:00-14:00; Su, PH off",,DE-B712,no,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/gottfried-benn-bibliothek/,limited,,Q28681436,,,+49 30 902 995458,,,,stb.zehlendorf@ba-sz.berlin.de,https://www.berlin.de/stadtbibliothek-steglitz-zehlendorf/bibliotheken/gottfried-benn-bibliothek/,,,Bezirksamt Steglitz-Zehlendorf,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadtbücherei Zehlendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,412968438,"POLYGON ((13.3549018 52.544804, 13.3549635 52.5448362, 13.355023 52.5448672, 13.3550103 52.5448762, 13.3550378 52.5448905, 13.3549802 52.5449313, 13.3549924 52.5449377, 13.3549767 52.5449488, 13.3550738 52.5449999, 13.3548986 52.5451243, 13.3550332 52.5451944, 13.3550081 52.5452122, 13.3549346 52.545265, 13.3549075 52.5452836, 13.3548678 52.5452629, 13.3548295 52.5452906, 13.3546763 52.5452131, 13.3546734 52.5451822, 13.3546866 52.5451728, 13.3546678 52.5451633, 13.3546485 52.5451536, 13.3546036 52.545131, 13.3547333 52.545039, 13.3546382 52.5449916, 13.3549018 52.544804))",Berlin,DE,,13353,Luxemburger Straße,Wedding,library,,2025-04-09,,Campusbibliothek,"Mo,We,Fr 10:00-16:00; Tu,Th 10:00-18:00; PH off",+49 30 4504 2507,DE-B768,,https://www.bht-berlin.de/bibliothek,yes,,,,,,wlan,customers,,,,,,Berliner Hochschule für Technik,,leihfr@bht-berlin.de,,,university,,E14,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,library,,,,,,,,,,,,,,,,,,
way,569067822,"POLYGON ((13.4011408 52.5212002, 13.4012367 52.5210938, 13.4012557 52.5210727, 13.4012588 52.5210692, 13.4013564 52.520961, 13.4014792 52.5210019, 13.4015314 52.5210193, 13.4016009 52.5210425, 13.4015002 52.5211543, 13.4013854 52.5212818, 13.4013605 52.5212735, 13.4012467 52.5212355, 13.4011408 52.5212002))",Berlin,DE,1,10178,Anna-Louisa-Karsch-Straße,Mitte,library,,,Zur Nutzung der Garderobenschränke bitte ein Vorhängeschloss mitbringen.,Humboldt-Universität zu Berlin Universitätsbibliothek Zweigbibliothek Theologie,"Mo-Fr 09:00-20:00 || Mo-Fr 09:00-18:00 ""in der vorlesungsfreien Zeit""",,DE-11-133,,,yes,,Q73146656,,,+49 30 2093-91800,wlan,no,,theol@ub.hu-berlin.de,https://www.ub.hu-berlin.de/de/standorte/zwbtheologie,,,Universitätsbibliothek der Humboldt-Universität zu Berlin,,,,Humboldt University of Berlin University Library Theology Branch Library,university,Q1407819,,,,,,-1;0;1;2;3,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,739645082,"POLYGON ((13.4480243 52.5053701, 13.4479733 52.505302, 13.4482343 52.5052249, 13.4482631 52.5052604, 13.4483395 52.5052374, 13.4483715 52.5052278, 13.4484004 52.5052641, 13.4484278 52.505255, 13.4484412 52.5052715, 13.4484993 52.5052539, 13.448254 52.5049388, 13.4481557 52.5049662, 13.4481934 52.5050113, 13.4481737 52.5050171, 13.44808 52.5050446, 13.4481256 52.5051024, 13.447889 52.5051716, 13.4477228 52.504961, 13.4477505 52.5049529, 13.4476889 52.5048721, 13.4474922 52.5049298, 13.4478243 52.5053594, 13.4480243 52.5053701))",Berlin,DE,34-38,10243,Warschauer Straße,,library,2025-07-01,,,Bibliothek für Bildungsgeschichtliche Forschung,Mo-Fr 10:00-18:00,,,,,yes,,Q856552,,de:Bibliothek für Bildungsgeschichtliche Forschung,+49 3029336012,wlan,no,,,https://bbf.dipf.de,,,Deutsches Institut für Internationale Pädagogische Forschung (DIPF),,info@dipf.de,BBF,,public,,,no,,,,1,,,,,,,,,,,,,,,,,,,,DIPF-Guest,,,,,,,,,,,,,,,,,,,,,,,,DE114237569,,,,,,,bildungsforschung.dipf,dipf_aktuell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@bbf_dipfberlin@eduresearch.social,797964788270984,yes,,,,,,,,,,,,,,,
way,854062274,"POLYGON ((13.3110957 52.4383059, 13.3110644 52.4383268, 13.3110113 52.4382972, 13.3109612 52.4382694, 13.3109925 52.4382485, 13.3110957 52.4383059))",,,,,,,library,,,,Schulbibliothek Bücherwagen,,,,,,,,,,,,,,,,,,,Anna-Essinger-Gemeinischaftsschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,905949659,"POLYGON ((13.5141828 52.4538179, 13.514313 52.4538895, 13.5144773 52.4540633, 13.5140063 52.4542305, 13.5139468 52.4541971, 13.5139522 52.4541935, 13.5139216 52.4541762, 13.5139448 52.4541605, 13.5139982 52.4541246, 13.51403 52.4541417, 13.5142003 52.4540262, 13.514079 52.4539595, 13.5140205 52.4539276, 13.5141828 52.4538179))",Berlin,DE,9,12439,Michael-Brückner-Straße,Niederschöneweide,library,,,,Mittelpunktbibliothek Treptow,Mo-Tu 10:00-20:00; We 13:00-20:00; Th-Fr 10:00-20:00; Sa 10:00-14:00,,DE-B459,,,yes,,Q28650388,Category:Stadtbibliothek Treptow-Köpenick,,+49 30 90297 6800,,,,mpb.t@sb-tk.de,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/mittelpunktbibliothek-treptow/,,,Verbund der Öffentlichen Bibliotheken Berlins,,,,,public,,,,,,,,Geoportal Berlin / ALKIS Berlin - Gebäude,,,,+49 30 90297 6804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
